comment_id,text,text_clean,text_filtered,tokens
175, @Phouanesavath2  those tweaks are inspired from old android features. But its cool they finally fcking add those,those tweaks are inspired from old android features but its cool they finally fcking add those,tweaks inspired old android features cool finally fcking add,"['tweaks', 'inspired', 'old', 'android', 'features', 'cool', 'finally', 'fcking', 'add']"
176, @Phouanesavath2  well yes but actually No..,well yes but actually no,well yes actually,"['well', 'yes', 'actually']"
177,Windows users after seeing ios widgets: were we a joke to you?,windows users after seeing ios widgets were we a joke to you,windows users seeing ios widgets joke,"['windows', 'users', 'seeing', 'ios', 'widgets', 'joke']"
178, @13ballom  True True,true true,true true,"['true', 'true']"
179,Android users: It already does that😂,android users it already does that,android users already,"['android', 'users', 'already']"
180,IKR lol,ikr lol,ikr lol,"['ikr', 'lol']"
181,Are you John f kennedy's brother?,are you john f kennedy s brother,john kennedy brother,"['john', 'kennedy', 'brother']"
182,"You forget, 
Android users: wait I’ve seen this a long, looong time before. 
Ios users: wi wait for apple make this shit as long looong time is need",you forget android users wait ive seen this a long looong time before ios users wi wait for apple make this shit as long looong time is need,forget android users wait ive seen long looong time ios users wi wait apple make shit long looong time need,"['forget', 'android', 'users', 'wait', 'ive', 'seen', 'long', 'looong', 'time', 'ios', 'users', 'wi', 'wait', 'apple', 'make', 'shit', 'long', 'looong', 'time', 'need']"
183," @smarthome2502  seeing your toxicity, replying to 3 separate comments, really makes me feel sorry for you.",seeing your toxicity replying to separate comments really makes me feel sorry for you,seeing toxicity replying separate comments really makes feel sorry,"['seeing', 'toxicity', 'replying', 'separate', 'comments', 'really', 'makes', 'feel', 'sorry']"
184,Accurate,accurate,accurate,['accurate']
185,Well but the widgets at android work really different. and also are kind of uglier,well but the widgets at android work really different and also are kind of uglier,well widgets android work really different also kind uglier,"['well', 'widgets', 'android', 'work', 'really', 'different', 'also', 'kind', 'uglier']"
186,wait android users get software updates for 6 years?,wait android users get software updates for years,wait android users get software updates years,"['wait', 'android', 'users', 'get', 'software', 'updates', 'years']"
187," @saisushanth1221  can you upgrade iphone 5 s to ios 13??? Can’t !!!
Everthing its clear.   Hahaha",can you upgrade iphone s to ios cant everthing its clear hahaha,upgrade iphone ios cant everthing clear hahaha,"['upgrade', 'iphone', 'ios', 'cant', 'everthing', 'clear', 'hahaha']"
188,Do not care ever what Android has. Period.,do not care ever what android has period,care ever android period,"['care', 'ever', 'android', 'period']"
189," @kevina4140  sounds like an old person who cannot accept any change nor new things in life, it's just too confusing. Old well known routines are the only way you can live now.",sounds like an old person who cannot accept any change nor new things in life it s just too confusing old well known routines are the only way you can live now,sounds like old person accept change new things life confusing old well known routines way live,"['sounds', 'like', 'old', 'person', 'accept', 'change', 'new', 'things', 'life', 'confusing', 'old', 'well', 'known', 'routines', 'way', 'live']"
190,exactly lmaooo,exactly lmaooo,exactly lmaooo,"['exactly', 'lmaooo']"
191,You could already do that by just pressing the snooze button,you could already do that by just pressing the snooze button,could already pressing snooze button,"['could', 'already', 'pressing', 'snooze', 'button']"
192,I feel exposed 😂😅🙈,i feel exposed,feel exposed,"['feel', 'exposed']"
193,many people do that haha😂,many people do that haha,many people haha,"['many', 'people', 'haha']"
194,I use the message “I recall you late” and never recall them,i use the message i recall you late and never recall them,use message recall late never recall,"['use', 'message', 'recall', 'late', 'never', 'recall']"
195,Savage😂,savage,savage,['savage']
196,Finally!!!,finally,finally,['finally']
197,berry noice,berry noice,berry noice,"['berry', 'noice']"
198,We're not alone. 😂,we re not alone,alone,['alone']
199,After it gets released its gonna be I didn't see the notification,after it gets released its gonna be i didn t see the notification,gets released gon see notification,"['gets', 'released', 'gon', 'see', 'notification']"
200,LMAO RIGHT.,lmao right,lmao right,"['lmao', 'right']"
201,Christian Morgan ikr,christian morgan ikr,christian morgan ikr,"['christian', 'morgan', 'ikr']"
202,Lol men same here😂,lol men same here,lol men,"['lol', 'men']"
203,"Bruh you could literally do this on any android,  acting like its new",bruh you could literally do this on any android acting like its new,bruh could literally android acting like new,"['bruh', 'could', 'literally', 'android', 'acting', 'like', 'new']"
204,"Christopher Diaz why you talkin bout Android, when you’re on an IPhone software video? Tis irrelevant",christopher diaz why you talkin bout android when youre on an iphone software video tis irrelevant,christopher diaz talkin bout android youre iphone software video tis irrelevant,"['christopher', 'diaz', 'talkin', 'bout', 'android', 'youre', 'iphone', 'software', 'video', 'tis', 'irrelevant']"
205,Christopher Diaz Meanwhile iPhone has always had that anyway when you hit the volume button,christopher diaz meanwhile iphone has always had that anyway when you hit the volume button,christopher diaz meanwhile iphone always anyway hit volume button,"['christopher', 'diaz', 'meanwhile', 'iphone', 'always', 'anyway', 'hit', 'volume', 'button']"
206,"Its a new feature yall just got but the feature has been out forever Apple just didn't give it to yall , and yall talk about it like the feature hasn't ever existed",its a new feature yall just got but the feature has been out forever apple just didn t give it to yall and yall talk about it like the feature hasn t ever existed,new feature yall got feature forever apple give yall yall talk like feature ever existed,"['new', 'feature', 'yall', 'got', 'feature', 'forever', 'apple', 'give', 'yall', 'yall', 'talk', 'like', 'feature', 'ever', 'existed']"
207,Christopher Diaz nobody here is talkin bout it like it haven’t existed prior to iPhones receiving da update. You makin a pointless conversation over a joke lol,christopher diaz nobody here is talkin bout it like it havent existed prior to iphones receiving da update you makin a pointless conversation over a joke lol,christopher diaz nobody talkin bout like havent existed prior iphones receiving update makin pointless conversation joke lol,"['christopher', 'diaz', 'nobody', 'talkin', 'bout', 'like', 'havent', 'existed', 'prior', 'iphones', 'receiving', 'update', 'makin', 'pointless', 'conversation', 'joke', 'lol']"
208,Yep,yep,yep,['yep']
209,Ikr thank god,ikr thank god,ikr thank god,"['ikr', 'thank', 'god']"
210,You could have just double tapped the power button,you could have just double tapped the power button,could double tapped power button,"['could', 'double', 'tapped', 'power', 'button']"
211,Gmoneymelo Gaming which would end da call instead of da joke bein to make it seem like you’re busy. It went over you,gmoneymelo gaming which would end da call instead of da joke bein to make it seem like youre busy it went over you,gmoneymelo gaming would end call instead joke bein make seem like youre busy went,"['gmoneymelo', 'gaming', 'would', 'end', 'call', 'instead', 'joke', 'bein', 'make', 'seem', 'like', 'youre', 'busy', 'went']"
212,Cuz Christian Morgan yall acting like this a new thing but its not,cuz christian morgan yall acting like this a new thing but its not,cuz christian morgan yall acting like new thing,"['cuz', 'christian', 'morgan', 'yall', 'acting', 'like', 'new', 'thing']"
213,"Christopher Diaz were iPhones able to do it before? No. So therefore, it is new",christopher diaz were iphones able to do it before no so therefore it is new,christopher diaz iphones able therefore new,"['christopher', 'diaz', 'iphones', 'able', 'therefore', 'new']"
214,Laughs in Android,laughs in android,laughs android,"['laughs', 'android']"
215,Fleur D'amour lmaoo,fleur d amour lmaoo,fleur amour lmaoo,"['fleur', 'amour', 'lmaoo']"
216,I fucking chortled lmfao,i fucking chortled lmfao,fucking chortled lmfao,"['fucking', 'chortled', 'lmfao']"
217,Erm,erm,erm,['erm']
218, @harper3147  youre like 12 chill,youre like chill,youre like chill,"['youre', 'like', 'chill']"
219,I thought of that too lmao 😂,i thought of that too lmao,thought lmao,"['thought', 'lmao']"
220,what anime is your profile picture?,what anime is your profile picture,anime profile picture,"['anime', 'profile', 'picture']"
221,Ah I see you know your judo well,ah i see you know your judo well,ah see know judo well,"['ah', 'see', 'know', 'judo', 'well']"
222,Deadass I was thinking the same shit 😂😂,deadass i was thinking the same shit,deadass thinking shit,"['deadass', 'thinking', 'shit']"
223,Welcome to android 2010,welcome to android,welcome android,"['welcome', 'android']"
224,I have that on my jailbroken iPhone,i have that on my jailbroken iphone,jailbroken iphone,"['jailbroken', 'iphone']"
225,I knew android user would say “we already have that”,i knew android user would say we already have that,knew android user would say already,"['knew', 'android', 'user', 'would', 'say', 'already']"
226,it actually is,it actually is,actually,['actually']
227,already on android for years,already on android for years,already android years,"['already', 'android', 'years']"
228,sonic yvan saying android has had it for years won’t change peoples perspective on having and using apple products💀 it’s not gonna change anything,sonic yvan saying android has had it for years wont change peoples perspective on having and using apple products its not gonna change anything,sonic yvan saying android years wont change peoples perspective using apple products gon change anything,"['sonic', 'yvan', 'saying', 'android', 'years', 'wont', 'change', 'peoples', 'perspective', 'using', 'apple', 'products', 'gon', 'change', 'anything']"
229,sonic yvan nobody asked 😋,sonic yvan nobody asked,sonic yvan nobody asked,"['sonic', 'yvan', 'nobody', 'asked']"
230,"sonic yvan you may have had it for years but android has always been ugly, still everything apple has that an android had first, looks better on Apple. 🤷🏽‍♀️",sonic yvan you may have had it for years but android has always been ugly still everything apple has that an android had first looks better on apple,sonic yvan may years android always ugly still everything apple android first looks better apple,"['sonic', 'yvan', 'may', 'years', 'android', 'always', 'ugly', 'still', 'everything', 'apple', 'android', 'first', 'looks', 'better', 'apple']"
