comment_id,text,text_clean,vader_label,vader_score,distilbert_label,distilbert_score,lda_topic
822,"Personally, my favorite feature for iOS 14 is the “Back Tap” in Accessibility.",personally my favorite feature for ios is the back tap in accessibility,positive,0.4588,positive,0.947,2
823,"Android : we stole your navigation gestures
iOS : Sure we will take your homescreen",android we stole your navigation gestures ios sure we will take your homescreen,positive,0.3182,negative,0.9943,2
824,"Everybody: Apple copied widgets from Android
Me: Apple copied tiles from Windows mobile",everybody apple copied widgets from android me apple copied tiles from windows mobile,neutral,0.0,negative,0.9979,1
825,"“Why am I on pause"" -said everyone before ios14",why am i on pause said everyone before ios,neutral,0.0,negative,0.9974,4
826,"-I can’t wait to open the door of my car with my phone 
Really? 😂",i cant wait to open the door of my car with my phone really,neutral,0.0,negative,0.9893,2
827,"10 years later
Apple: you can now change the size of your widgets!",years later apple you can now change the size of your widgets,neutral,0.0,positive,0.6479,1
828,"""Useful things, but little things""
                       -Marques Brownlee, 2020",useful things but little things marques brownlee,positive,0.2382,negative,0.9725,1
829,"🙏 is prayer because if it was a high five, apple would most likely have changed the color of the two shirts",is prayer because if it was a high five apple would most likely have changed the color of the two shirts,neutral,0.0,negative,0.9981,2
830,"What's weird is I'm an Android user, and I'm always watching and getting myself updated about the latest iPhones update and news😆",what s weird is i m an android user and i m always watching and getting myself updated about the latest iphones update and news,negative,-0.1779,negative,0.9909,1
831,I deliberately set all my friends profile photos as stupid and funny photos so when they called me my screen would just become their faces... gonna miss that :(,i deliberately set all my friends profile photos as stupid and funny photos so when they called me my screen would just become their faces gonna miss that,positive,0.25,negative,0.9996,3
832,"5:58 No audio, but i could just hear Doug say ""Thissss is the 2020 Porsche 718 Cayman GT4"" 😃",no audio but i could just hear doug say thissss is the porsche cayman gt,positive,0.2617,negative,0.9971,3
833,Marques in 2030: Well it took them a decade but now you can finally resize a widget in ios.,marques in well it took them a decade but now you can finally resize a widget in ios,positive,0.1406,positive,0.9749,5
834,1:29 “Took a decade” 🤣🤣🤣 Nailed it ... apple is 12 yrs behind Android in terms of functionality,took a decade nailed it apple is yrs behind android in terms of functionality,neutral,0.0,negative,0.7351,5
835,"No more 
“why you got me on pause 👁👄👁” 😂😂😂",no more why you got me on pause,negative,-0.296,negative,0.9958,2
836,"Apple: releases bicycle navigation 
Also apple: doesn’t make it available in the Netherlands",apple releases bicycle navigation also apple doesnt make it available in the netherlands,neutral,0.0,negative,0.9994,2
837, Derek Stingley Jr.  u prolly broke af,derek stingley jr u prolly broke af,negative,-0.4215,positive,0.7169,5
838,"And here I am, taking that feature for granted for the past few years lol",and here i am taking that feature for granted for the past few years lol,positive,0.5859,negative,0.9644,3
839, Derek Stingley Jr.  or they just have a jailbreak,derek stingley jr or they just have a jailbreak,neutral,0.0,negative,0.9988,5
840,I hate it soooooo much😂😂,i hate it soooooo much,negative,-0.5719,negative,0.9992,3
841,This is coming in iOS 16.,this is coming in ios,neutral,0.0,positive,0.9712,1
842,"Yes, I would love to be able to set differences wallpapers for different screens too. That’s what I miss about the android.",yes i would love to be able to set differences wallpapers for different screens too thats what i miss about the android,positive,0.743,negative,0.9827,1
843,"Tim my G, are you out of your mind?!",tim my g are you out of your mind,neutral,0.0,negative,0.5934,4
844,We want 3D touch back!!!,we want d touch back,positive,0.0772,positive,0.9955,2
845,Michal Opěla not really it’s cool but not needed,michal opela not really its cool but not needed,negative,-0.1491,negative,0.9589,2
846,Bro my favorite thing about this whole update the double tap you already know I’m setting that to YouTube baby,bro my favorite thing about this whole update the double tap you already know im setting that to youtube baby,positive,0.4588,negative,0.9511,4
847,LETS GOO,lets goo,neutral,0.0,negative,0.9975,1
848,And I was the 666th like 😈,and i was the th like,positive,0.3612,positive,0.9853,4
849,When iOS 14 unc0ver jailbreak has been made already after under 1 day and getting released this month 😂,when ios unc ver jailbreak has been made already after under day and getting released this month,neutral,0.0,negative,0.9859,2
850,Sony done a Complete phone not anything Less that Awsome inside it Sound gaming movie and easy smart use Inovstions are lot if Start with open Sony assist and go through guide so are on go are put every new function Up so asst lot so calm experts not do that and not get it right either I am System Tech engender I do Gimuide beacouse function not know exist how start those up I'd not know exist are just ask that and Charge fast to 65 MHA then slow down my Xperia1 are over 1 year not any less battery on it are probebly more than new when Stamina Optimize battery beacouse a tuslky charge Away battery life today are Not be in charger if full and Smart thing if gaming and charge so are charger hold like Laptop so charge battery but not In Game Push up that do Not hear up so can game and charge in same time without heat up battery 👍,sony done a complete phone not anything less that awsome inside it sound gaming movie and easy smart use inovstions are lot if start with open sony assist and go through guide so are on go are put every new function up so asst lot so calm experts not do that and not get it right either i am system tech engender i do gimuide beacouse function not know exist how start those up i d not know exist are just ask that and charge fast to mha then slow down my xperia are over year not any less battery on it are probebly more than new when stamina optimize battery beacouse a tuslky charge away battery life today are not be in charger if full and smart thing if gaming and charge so are charger hold like laptop so charge battery but not in game push up that do not hear up so can game and charge in same time without heat up battery,positive,0.844,negative,0.9973,3
851,You mean : We're going to copy android features that have been there for years. AGAIN*,you mean we re going to copy android features that have been there for years again,neutral,0.0,negative,0.9933,1
852,HowToPickItUp Ok bud don’t act as if android has never copied Apple before.,howtopickitup ok bud dont act as if android has never copied apple before,positive,0.296,negative,0.992,1
853,"well actually no. They dont listen to consumers, they just run with their own pace, and let the ecosystem drive the consumers using it. In my opinion the growth of humankind is kind of slowed down due to many people using apple devices.",well actually no they dont listen to consumers they just run with their own pace and let the ecosystem drive the consumers using it in my opinion the growth of humankind is kind of slowed down due to many people using apple devices,positive,0.3612,negative,0.999,1
854," @Eren-da-Jaeger  I don't use Apple either but DUDE, that's an exaggeration. Most people outside the western world use Android",da jaeger i don t use apple either but dude that s an exaggeration most people outside the western world use android,neutral,0.0,negative,0.9968,1
855, @Eren-da-Jaeger  Most of humankind don't even have a smartphone. So this is a very first world thing to say!,da jaeger most of humankind don t even have a smartphone so this is a very first world thing to say,neutral,0.0,negative,0.9376,1
856,PKS Apple slowing down human progress is the biggest exaggeration I’ve ever heard,pks apple slowing down human progress is the biggest exaggeration ive ever heard,positive,0.4215,negative,0.9993,5
857,well you have that in android 10,well you have that in android,positive,0.2732,positive,0.9762,1
858, @Skipperio  how to set this in android 10?,how to set this in android,neutral,0.0,negative,0.9791,3
859,"Completely possible with the notification light, too.",completely possible with the notification light too,neutral,0.0,positive,0.9811,2
860,MIUI has it already tho,miui has it already tho,neutral,0.0,negative,0.9879,5
861,"Typical Apple fanboy 🤣 so don't you want to talk about ALL the other ""new"" iOS features wich in fact where adopted from Android? Like... Just shut up, both Android and iOS can feedback each other so they become better OS's and that's what pushes them to innovate",typical apple fanboy so don t you want to talk about all the other new ios features wich in fact where adopted from android like just shut up both android and ios can feedback each other so they become better os s and that s what pushes them to innovate,positive,0.8467,positive,0.8338,2
862,Same I was about to comment that,same i was about to comment that,neutral,0.0,negative,0.8809,4
863,If you have the Samsung s10 above you will have it.. It's been out since the release of s10,if you have the samsung s above you will have it it s been out since the release of s,neutral,0.0,negative,0.9801,1
864,"Umm.. all Android phones that I had, already had that. Either the notification light or a white ring around my camera",umm all android phones that i had already had that either the notification light or a white ring around my camera,neutral,0.0,negative,0.998,2
865,yeah im fine without the light,yeah im fine without the light,positive,0.4588,positive,0.8014,5
866,Already have that on OnePlus Android 10 version. Not a light but a notification that persists..,already have that on oneplus android version not a light but a notification that persists,neutral,0.0,negative,0.9353,1
867,We have it in OnePlus,we have it in oneplus,neutral,0.0,negative,0.9938,1
868,OxygenOS has this,oxygenos has this,neutral,0.0,positive,0.9712,1
869,"It’s nice, but it’s not really noticeable unless you look out for it, it blinks for like a second and disappears.",its nice but its not really noticeable unless you look out for it it blinks for like a second and disappears,positive,0.2617,negative,0.9995,2
870,Android already have that feature Grigor,android already have that feature grigor,neutral,0.0,negative,0.9495,1
871,It's already there in most android UI...,it s already there in most android ui,neutral,0.0,negative,0.8914,1
872,"The gyroscopic ""hold steady"" indicator when taking a night shot is a great idea that I'd love to see Google poach. And although I wouldn't have a personal use for it, the sign language detection in FaceTime is cool as hell.",the gyroscopic hold steady indicator when taking a night shot is a great idea that i d love to see google poach and although i wouldn t have a personal use for it the sign language detection in facetime is cool as hell,positive,0.7184,positive,0.9924,3
873,"Oh yeah, my phone has a notification light I just turned the light off, cos I didn't like the way it turned on when I was charging my phone",oh yeah my phone has a notification light i just turned the light off cos i didn t like the way it turned on when i was charging my phone,positive,0.5719,negative,0.9959,2
874,that feature is available in miui 12 already.,that feature is available in miui already,neutral,0.0,negative,0.9229,5
875,If it were high five it would have 2 different coloured sleeves. Case closed,if it were high five it would have different coloured sleeves case closed,neutral,0.0,negative,0.9981,4
876, @charmedx3219  unless your lonely and you use your hands lol,unless your lonely and you use your hands lol,positive,0.0772,negative,0.9926,2
877,"High five to myself, cause I'm lonely",high five to myself cause i m lonely,negative,-0.3612,negative,0.9973,4
878,Team apple for prayer hands. 🙏,team apple for prayer hands,neutral,0.0,positive,0.9681,2
879,"Exactly... Everyone I know has been using it for 'thank you'  based on the Indian 'Namaste'. Though, in India, the Namaste hands are same as prayer hands... Bowing in respect and/or gratitude.",exactly everyone i know has been using it for thank you based on the indian namaste though in india the namaste hands are same as prayer hands bowing in respect and or gratitude,positive,0.836,positive,0.9934,4
880, @SuryaMurali  it is namaste hands look at that imoji those two hands are of the same person,it is namaste hands look at that imoji those two hands are of the same person,neutral,0.0,negative,0.9473,4
881,"Yeah I'm pretty sure it comes from the Oriental Culture and it means please, and thank you.",yeah i m pretty sure it comes from the oriental culture and it means please and thank you,positive,0.8885,positive,0.9999,1
882, @andrew48376  what's Oriental Culture? I assume you mean Far East Asian culture?,what s oriental culture i assume you mean far east asian culture,neutral,0.0,positive,0.8534,4
883,In India we greet people...by doing this 🙏 it's called namaste,in india we greet people by doing this it s called namaste,positive,0.3182,positive,0.9984,4
884,Same here,same here,neutral,0.0,negative,0.9757,1
885,blessed,blessed,positive,0.5994,positive,0.9998,1
886,I'm able to do emoji search pray on this s20+ and it will show the same.... probably google keyboard I'm on samsung keyboard. 🙏,i m able to do emoji search pray on this s and it will show the same probably google keyboard i m on samsung keyboard,positive,0.3182,negative,0.991,1
887,Exactly.,exactly,neutral,0.0,positive,0.999,4
888,"Without fodaadu 
One of your subscribers repping💪",without fodaadu one of your subscribers repping,neutral,0.0,negative,0.9993,5
889,Because its prayer hands. High Five would look different.,because its prayer hands high five would look different,neutral,0.0,negative,0.9921,2
890,Man my brain went numb i miss my android device but this feature oh my god I’m starting to get in love,man my brain went numb i miss my android device but this feature oh my god im starting to get in love,positive,0.8151,positive,0.9943,3
891,"that's how the tech industry works, and it's why we have such a great range of amazing choices to choose from. 10/10, highly recommend his business model",that s how the tech industry works and it s why we have such a great range of amazing choices to choose from highly recommend his business model,positive,0.8932,positive,0.9998,3
892, @SaladTosser9k  yesss because in the end both are better because of this!,yesss because in the end both are better because of this,positive,0.4404,positive,0.993,1
893,Fair fair,fair fair,positive,0.5574,positive,0.9997,3
894,"Dunno about that, most androids have a dedicated back button instead of a back button that depends on the app",dunno about that most androids have a dedicated back button instead of a back button that depends on the app,positive,0.4588,negative,0.9948,1
895," @745morning  I am quite sure that you haven't dig into IOS yet, coz right now the gesture which android uses to go back which so called swipe right to go back is actually the copy of IOS gesture. You don't need to rely on any app for IOS to go back, you just have to swipe right from the left to go back irrespective of whatever the screen you are on. This gesture is present on IOS from quite a long time before android even introduced it.",i am quite sure that you haven t dig into ios yet coz right now the gesture which android uses to go back which so called swipe right to go back is actually the copy of ios gesture you don t need to rely on any app for ios to go back you just have to swipe right from the left to go back irrespective of whatever the screen you are on this gesture is present on ios from quite a long time before android even introduced it,positive,0.3804,negative,0.9878,1
896, @745morning  that's old story. Gesture controls are better. Theres a gesture to trigger one hand mode on my phone and go back. I believe it works same in iPhone as well.,that s old story gesture controls are better theres a gesture to trigger one hand mode on my phone and go back i believe it works same in iphone as well,positive,0.802,negative,0.9884,2
897,"bustdown_brandoon 

Bro. Swipe upwards to access the whatever that menu it’s called, swipe up even more to return to home screen. Android took that from iOS. The three button navigating is the old way. Using gestures is the new way.",bustdown brandoon bro swipe upwards to access the whatever that menu its called swipe up even more to return to home screen android took that from ios the three button navigating is the old way using gestures is the new way,neutral,0.0,negative,0.9963,1
898,I remember Quinn from Snazzy Labs made a video recapping Windows phone a few years back. He liked it.,i remember quinn from snazzy labs made a video recapping windows phone a few years back he liked it,positive,0.4215,positive,0.9276,2
899," @abubakrakram6208  can you share the link, I wouldn't mind going down the nostalgia road. I could just search for it but oh well.",can you share the link i wouldn t mind going down the nostalgia road i could just search for it but oh well,positive,0.5023,positive,0.8252,1
900,"Widgets came before Android.
It's more like folders than tiles.",widgets came before android it s more like folders than tiles,positive,0.4201,negative,0.9903,3
901,also that vertical app list which is again used in Windows phone,also that vertical app list which is again used in windows phone,neutral,0.0,negative,0.9893,2
902,"Ahh the best part, everything apple “copies” they do 10x better cough dark mode cough oh and don’t forget cough privacy cough",ahh the best part everything apple copies they do x better cough dark mode cough oh and dont forget cough privacy cough,positive,0.8301,negative,0.9627,5
903,"They missed the Widget Carousal being Slideshow type, like in Windows Tiles. an iOS user but Gosh! I still miss my Lumia 720.",they missed the widget carousal being slideshow type like in windows tiles an ios user but gosh i still miss my lumia,neutral,-0.0387,negative,0.9993,2
904,Widgets are so old that tiles were based off of widgets,widgets are so old that tiles were based off of widgets,neutral,0.0,negative,0.9997,3
905,"Ios copies android, android copies ios.
So is anyone trying?",ios copies android android copies ios so is anyone trying,neutral,0.0,negative,0.9951,1
906,"THANK YOU!

also.. Android copied Dark Mode for Windows Phone",thank you also android copied dark mode for windows phone,positive,0.3612,negative,0.9745,1
907,@Lucas Zhu Well.. Android copied homescreen widgets from various other mobile OS that had it before Android and iOS was made. And now about 15years later iOS does the same.,zhu well android copied homescreen widgets from various other mobile os that had it before android and ios was made and now about years later ios does the same,positive,0.2732,negative,0.9931,1
908,Apple basically copies everything from android,apple basically copies everything from android,neutral,0.0,negative,0.9946,1
909,samsung always copies apple💀,samsung always copies apple,neutral,0.0,negative,0.962,1
910,"Yeah! Tiles, not android widgets. At least windows Mobile DNA is being incorporated into this new update. In the verge’s iOS 14 hands on video, the presenter also mentioned windows mobile tiles.",yeah tiles not android widgets at least windows mobile dna is being incorporated into this new update in the verges ios hands on video the presenter also mentioned windows mobile tiles,positive,0.296,negative,0.9974,1
911, @TrentonMatthews  Folders are not tiles.,folders are not tiles,neutral,0.0,positive,0.8919,4
912,"Jailbreakers develop awesome modifications for iOS, Android copies Apple jailbreakers, then Apple copies Android.",jailbreakers develop awesome modifications for ios android copies apple jailbreakers then apple copies android,positive,0.6249,negative,0.857,2
913, @DatGuyZee  A little problem in your theory..: Android already have most or even all of the features way before jailbreakers make them.. Many jailbreakers are inspired by Android.,a little problem in your theory android already have most or even all of the features way before jailbreakers make them many jailbreakers are inspired by android,positive,0.2006,negative,0.9985,1
914,Apple had Dashboard widgets long before Android or Windows,apple had dashboard widgets long before android or windows,neutral,0.0,negative,0.6751,1
915,Straight facttssssssss,straight facttssssssss,positive,0.2263,negative,0.6772,3
916,wtf💀mine never put anyone on pause when i went into a app,wtfmine never put anyone on pause when i went into a app,neutral,0.0,negative,0.9866,3
917," @ericaa3247  really? What iOS version are you using? I am on the latest 13.5 and if I go into another app it pauses my FaceTime video on the other person's screen. Yes they can still hear you but they don't see you. It just says ""paused""",really what ios version are you using i am on the latest and if i go into another app it pauses my facetime video on the other person s screen yes they can still hear you but they don t see you it just says paused,positive,0.2144,negative,0.9975,1
918,I don't get it. Could someone please explain this joke to a non-native speaker?,i don t get it could someone please explain this joke to a non native speaker,positive,0.5423,negative,0.9994,1
919," @andrybak  if you were on facetime while in another app, the camera would pause you but resume the audio",if you were on facetime while in another app the camera would pause you but resume the audio,neutral,0.0,negative,0.9984,2
920, @andrybak  it means the iOS update released after a long time,it means the ios update released after a long time,neutral,0.0,negative,0.9751,1
921,10 years later:You can change the entire iPhone size,years later you can change the entire iphone size,neutral,0.0,negative,0.9856,2
922,Apple made widgets. Watch Steve jobs introducing widgets in Mac like a decade ago. 😅,apple made widgets watch steve jobs introducing widgets in mac like a decade ago,positive,0.3612,positive,0.9121,1
923," @shyamsriram  do you mean ""Exposé""? Well, brace yourself, they didn't put anything original in here. Linux desktops had widgets since early 2000s and Microsoft decided to copy that during the development of Windows Vista. Apple copied widgets first though. Many of things Apple has in iOS and Mac os were copied, but originals were never mentioned or appreciated.",do you mean expose well brace yourself they didn t put anything original in here linux desktops had widgets since early s and microsoft decided to copy that during the development of windows vista apple copied widgets first though many of things apple has in ios and mac os were copied but originals were never mentioned or appreciated,negative,-0.3925,negative,0.9992,1
924, @shyamsriram  but why now it just added,but why now it just added,neutral,0.0,negative,0.6154,2
925," @shyamsriram  it's funny to see isheeps defending copy features by comparing Android with mac os, ipad os, tv os, watch os...... 🤣🤣 is there any more apple os to compare?",it s funny to see isheeps defending copy features by comparing android with mac os ipad os tv os watch os is there any more apple os to compare,positive,0.4404,negative,0.9879,1
926,Can these hardcore fanboys just get a life?,can these hardcore fanboys just get a life,neutral,0.0,negative,0.9968,3
927,Laugh in internet explorer,laugh in internet explorer,positive,0.5574,positive,0.9986,1
928,Tho u can change the size of it in iOS 14...,tho u can change the size of it in ios,neutral,0.0,negative,0.9888,2
929,"Yeah! and iPhone users be like: OMG, so innovative and useful!",yeah and iphone users be like omg so innovative and useful,positive,0.8766,positive,0.9992,2
930,Holy shit this comment got liked alot.,holy shit this comment got liked alot,negative,-0.2023,positive,0.9883,2
931,Apple = Internet Explorer,apple internet explorer,neutral,0.0,positive,0.9284,1
932,"It's 2020 and i sheeps are still stuck with the notch , what next a phone without a charging port?",it s and i sheeps are still stuck with the notch what next a phone without a charging port,negative,-0.25,negative,0.9984,2
933,That’s what she said,thats what she said,neutral,0.0,positive,0.9798,5
934,that's what she said,that s what she said,neutral,0.0,positive,0.9943,5
935,"""straight from Android"" 
-Marques Brownlee, 2020""",straight from android marques brownlee,positive,0.2263,negative,0.7091,3
936,"""Choti choti magar moti baatein""
                             - Shaktiman, 1997

😂😂",choti choti magar moti baatein shaktiman,neutral,0.0,negative,0.9466,1
937,it’s grateful hands because when you type in thank you it pops up as an option in the suggested words,its grateful hands because when you type in thank you it pops up as an option in the suggested words,positive,0.6705,positive,0.9997,5
